Gene stable ID	Gene % GC content	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene name	NCBI gene ID	Transcript length (including UTRs and CDS)	Transcript support level (TSL)
ENSG00000228051	47.67	X	80560146	80562054	AL512504.2		1909	tslNA
ENSG00000229204	37.76	4	169791221	169791702	PTGES3P3		482	tslNA
ENSG00000282702	44.62	CHR_HSCHR14_3_CTG1	106331887	106332323	AC245166.2		334	tslNA
ENSG00000248625	44.87	4	169832653	169833363	AC079768.1		711	tslNA
ENSG00000282777	51.88	CHR_HSCHR14_3_CTG1	106335853	106336384	IGHV3-30		431	tslNA
ENSG00000225791	44.52	6	52577307	52583993	TRAM2-AS1	401264	2453	tsl2
ENSG00000225791	44.52	6	52577307	52583993	TRAM2-AS1	401264	664	tsl3
ENSG00000225791	44.52	6	52577307	52583993	TRAM2-AS1	401264	553	tsl2
ENSG00000225791	44.52	6	52577307	52583993	TRAM2-AS1	401264	1053	tsl3
ENSG00000283041	54.34	7	133034607	133035920	AC008038.1		1314	tslNA
ENSG00000215458	60.18	21	43805758	43812567	AATBC	284837	932	tsl1
ENSG00000215458	60.18	21	43805758	43812567	AATBC	284837	1889	tsl2
ENSG00000215458	60.18	21	43805758	43812567	AATBC	284837	4598	tsl2
ENSG00000227197	38.27	7	132830693	132849593	AC009365.2		799	tsl3
ENSG00000006606	48.09	7	75769533	75789896	CCL26	10344	526	tsl1
ENSG00000006606	48.09	7	75769533	75789896	CCL26	10344	703	tsl1
ENSG00000016864	44.49	3	52694488	52706032	GLT8D1	55830	1849	tsl1
ENSG00000016864	44.49	3	52694488	52706032	GLT8D1	55830	1826	tsl1
ENSG00000016864	44.49	3	52694488	52706032	GLT8D1	55830	1621	tsl1
ENSG00000016864	44.49	3	52694488	52706032	GLT8D1	55830	1577	tsl5
ENSG00000016864	44.49	3	52694488	52706032	GLT8D1	55830	796	tsl3
ENSG00000016864	44.49	3	52694488	52706032	GLT8D1	55830	1889	tsl5
ENSG00000016864	44.49	3	52694488	52706032	GLT8D1	55830	763	tsl3
ENSG00000016864	44.49	3	52694488	52706032	GLT8D1	55830	897	tsl3
ENSG00000016864	44.49	3	52694488	52706032	GLT8D1	55830	829	tsl2
ENSG00000016864	44.49	3	52694488	52706032	GLT8D1	55830	720	tsl4
ENSG00000016864	44.49	3	52694488	52706032	GLT8D1	55830	577	tsl4
ENSG00000016864	44.49	3	52694488	52706032	GLT8D1	55830	789	tsl3
ENSG00000016864	44.49	3	52694488	52706032	GLT8D1	55830	770	tsl2
ENSG00000016864	44.49	3	52694488	52706032	GLT8D1	55830	622	tsl3
ENSG00000016864	44.49	3	52694488	52706032	GLT8D1	55830	726	tsl2
ENSG00000162576	65.30	1	1352689	1361777	MXRA8	54587	1171	tsl1
ENSG00000162576	65.30	1	1352689	1361777	MXRA8	54587	2273	tsl1
ENSG00000162576	65.30	1	1352689	1361777	MXRA8	54587	2001	tsl2
ENSG00000162576	65.30	1	1352689	1361777	MXRA8	54587	2728	tsl5
ENSG00000162576	65.30	1	1352689	1361777	MXRA8	54587	975	tsl3
ENSG00000162576	65.30	1	1352689	1361777	MXRA8	54587	846	tsl3
ENSG00000162576	65.30	1	1352689	1361777	MXRA8	54587	1001	tsl3
ENSG00000162576	65.30	1	1352689	1361777	MXRA8	54587	405	tsl2
ENSG00000162576	65.30	1	1352689	1361777	MXRA8	54587	339	tsl2
ENSG00000162576	65.30	1	1352689	1361777	MXRA8	54587	2231	tsl1
ENSG00000113643	39.43	5	168486445	168519299	RARS	5917	2146	tsl1
ENSG00000113643	39.43	5	168486445	168519299	RARS	5917	757	tsl2
ENSG00000113643	39.43	5	168486445	168519299	RARS	5917	581	tsl4
ENSG00000113643	39.43	5	168486445	168519299	RARS	5917	559	tsl5
ENSG00000113643	39.43	5	168486445	168519299	RARS	5917	678	tsl2
ENSG00000113643	39.43	5	168486445	168519299	RARS	5917	1990	tsl2
ENSG00000113643	39.43	5	168486445	168519299	RARS	5917	945	tsl3
ENSG00000113643	39.43	5	168486445	168519299	RARS	5917	580	tsl5
ENSG00000113643	39.43	5	168486445	168519299	RARS	5917	396	tsl5
ENSG00000113643	39.43	5	168486445	168519299	RARS	5917	177	tsl5
ENSG00000248319	42.58	4	169917761	169975902	LINC02275	100506085	4365	tsl2
ENSG00000254070	43.18	8	46671839	46671926	AC104576.1		88	tslNA
ENSG00000251200	43.26	4	169945981	169963334	AC084866.2		449	tsl2
ENSG00000251470	35.88	8	46697630	46698688	ASNSP4		447	tslNA
ENSG00000226543	57.17	21	43855890	43856342	MYL6P1		453	tslNA
ENSG00000228984	35.25	8	46784800	46785928	AC021451.1		1129	tslNA
ENSG00000272209	32.28	6	13825432	13826574	AL023583.1		1143	tslNA
ENSG00000250857	41.90	8	46792065	46793064	TRIM60P15		712	tslNA
ENSG00000260571	44.43	15	42313687	42314386	BNIP3P5		498	tslNA
ENSG00000271249	36.30	3	109701456	109702218	DIMT1P1		763	tslNA
ENSG00000249955	39.36	4	169981747	169993806	AC084866.1		554	tsl3
ENSG00000242029	37.75	3	109648107	109810861	AC078980.1		262	tsl2
ENSG00000214013	40.50	15	42273233	42356935	GANC	2595	940	tsl3
ENSG00000214013	40.50	15	42273233	42356935	GANC	2595	676	tsl5
ENSG00000214013	40.50	15	42273233	42356935	GANC	2595	1052	tsl5
ENSG00000214013	40.50	15	42273233	42356935	GANC	2595	2512	tsl2
ENSG00000214013	40.50	15	42273233	42356935	GANC	2595	1437	tsl2
ENSG00000214013	40.50	15	42273233	42356935	GANC	2595	7781	tsl1
ENSG00000214013	40.50	15	42273233	42356935	GANC	2595	535	tsl5
ENSG00000214013	40.50	15	42273233	42356935	GANC	2595	775	tsl5
ENSG00000214013	40.50	15	42273233	42356935	GANC	2595	444	tsl3
ENSG00000214013	40.50	15	42273233	42356935	GANC	2595	1526	tsl5
ENSG00000214013	40.50	15	42273233	42356935	GANC	2595	403	tsl3
ENSG00000214013	40.50	15	42273233	42356935	GANC	2595	555	tsl4
ENSG00000214013	40.50	15	42273233	42356935	GANC	2595	672	tsl3
ENSG00000198948	42.91	4	169986597	170033031	MFAP3L	9848	5827	tsl1
ENSG00000198948	42.91	4	169986597	170033031	MFAP3L	9848	6318	tsl1
ENSG00000198948	42.91	4	169986597	170033031	MFAP3L	9848	564	tsl3
ENSG00000198948	42.91	4	169986597	170033031	MFAP3L	9848	550	tsl3
ENSG00000198948	42.91	4	169986597	170033031	MFAP3L	9848	551	tsl4
ENSG00000198948	42.91	4	169986597	170033031	MFAP3L	9848	1505	tsl1
ENSG00000198948	42.91	4	169986597	170033031	MFAP3L	9848	548	tsl3
ENSG00000198948	42.91	4	169986597	170033031	MFAP3L	9848	667	tsl2
ENSG00000198948	42.91	4	169986597	170033031	MFAP3L	9848	481	tsl4
ENSG00000198948	42.91	4	169986597	170033031	MFAP3L	9848	725	tsl2
ENSG00000198948	42.91	4	169986597	170033031	MFAP3L	9848	563	tsl1
ENSG00000182866	49.59	1	32251239	32286165	LCK	3932	2117	tsl1
ENSG00000182866	49.59	1	32251239	32286165	LCK	3932	714	tsl5
ENSG00000182866	49.59	1	32251239	32286165	LCK	3932	1060	tsl5
ENSG00000182866	49.59	1	32251239	32286165	LCK	3932	726	tsl2
ENSG00000182866	49.59	1	32251239	32286165	LCK	3932	720	tsl2
ENSG00000182866	49.59	1	32251239	32286165	LCK	3932	2126	tsl1
ENSG00000182866	49.59	1	32251239	32286165	LCK	3932	566	tsl2
ENSG00000182866	49.59	1	32251239	32286165	LCK	3932	551	tsl4
ENSG00000182866	49.59	1	32251239	32286165	LCK	3932	580	tsl4
ENSG00000182866	49.59	1	32251239	32286165	LCK	3932	932	tsl3
ENSG00000182866	49.59	1	32251239	32286165	LCK	3932	2166	tsl1
ENSG00000182866	49.59	1	32251239	32286165	LCK	3932	923	tsl2
ENSG00000182866	49.59	1	32251239	32286165	LCK	3932	2099	tsl1
ENSG00000182866	49.59	1	32251239	32286165	LCK	3932	2137	tsl5
ENSG00000228612	54.73	X	80571871	80574607	HK2P1		2737	tslNA
ENSG00000250214	40.40	4	77864508	77864804	AC112225.1		297	tslNA
ENSG00000166573	43.70	18	77250549	77277896	GALR1	2587	10044	tsl1
ENSG00000166573	43.70	18	77250549	77277896	GALR1	2587	315	tsl3
ENSG00000136715	43.39	2	127941217	128028120	SAP130	79595	4065	tsl1
ENSG00000136715	43.39	2	127941217	128028120	SAP130	79595	4140	tsl5
ENSG00000136715	43.39	2	127941217	128028120	SAP130	79595	849	tsl2
ENSG00000136715	43.39	2	127941217	128028120	SAP130	79595	559	tsl4
ENSG00000136715	43.39	2	127941217	128028120	SAP130	79595	4173	tsl1
ENSG00000251451	42.93	7	66407288	66409239	GTF2IP9		301	tslNA
ENSG00000157741	39.02	7	139230356	139308236	UBN2	254048	589	tsl4
ENSG00000157741	39.02	7	139230356	139308236	UBN2	254048	14444	tsl2
ENSG00000157741	39.02	7	139230356	139308236	UBN2	254048	2897	tsl1
ENSG00000157741	39.02	7	139230356	139308236	UBN2	254048	4563	tsl1
ENSG00000230189	41.05	7	66427949	66453634	AC008267.2		981	tslNA
ENSG00000105612	52.62	19	12875211	12881468	DNASE2	1777	1955	tsl1
ENSG00000105612	52.62	19	12875211	12881468	DNASE2	1777	727	tsl2
ENSG00000105612	52.62	19	12875211	12881468	DNASE2	1777	745	tsl2
ENSG00000105612	52.62	19	12875211	12881468	DNASE2	1777	707	tsl2
ENSG00000169902	42.23	7	66205199	66420543	TPST1	8460	2116	tsl1
ENSG00000169902	42.23	7	66205199	66420543	TPST1	8460	560	tsl4
ENSG00000169902	42.23	7	66205199	66420543	TPST1	8460	924	tsl1
ENSG00000169902	42.23	7	66205199	66420543	TPST1	8460	562	tsl4
ENSG00000169902	42.23	7	66205199	66420543	TPST1	8460	248	tsl5
ENSG00000264015	39.63	18	77421619	77560763	AC124254.1		562	tsl4
ENSG00000264736	40.35	18	77435253	77437242	BDP1P		1990	tslNA
ENSG00000132676	44.89	1	155687960	155739010	DAP3	7818	732	tsl5
ENSG00000132676	44.89	1	155687960	155739010	DAP3	7818	1671	tsl5
ENSG00000132676	44.89	1	155687960	155739010	DAP3	7818	1287	tsl5
ENSG00000132676	44.89	1	155687960	155739010	DAP3	7818	735	tsl5
ENSG00000132676	44.89	1	155687960	155739010	DAP3	7818	2089	tsl1
ENSG00000132676	44.89	1	155687960	155739010	DAP3	7818	1649	tsl1
ENSG00000132676	44.89	1	155687960	155739010	DAP3	7818	742	tsl2
ENSG00000132676	44.89	1	155687960	155739010	DAP3	7818	1470	tsl2
ENSG00000132676	44.89	1	155687960	155739010	DAP3	7818	729	tsl2
ENSG00000132676	44.89	1	155687960	155739010	DAP3	7818	716	tsl3
ENSG00000132676	44.89	1	155687960	155739010	DAP3	7818	439	tsl3
ENSG00000132676	44.89	1	155687960	155739010	DAP3	7818	550	tsl5
ENSG00000132676	44.89	1	155687960	155739010	DAP3	7818	807	tsl5
ENSG00000132676	44.89	1	155687960	155739010	DAP3	7818	576	tsl2
ENSG00000132676	44.89	1	155687960	155739010	DAP3	7818	384	tsl3
ENSG00000132676	44.89	1	155687960	155739010	DAP3	7818	725	tsl5
ENSG00000132676	44.89	1	155687960	155739010	DAP3	7818	373	tsl2
ENSG00000132676	44.89	1	155687960	155739010	DAP3	7818	689	tsl3
ENSG00000132676	44.89	1	155687960	155739010	DAP3	7818	816	tsl5
ENSG00000132676	44.89	1	155687960	155739010	DAP3	7818	682	tsl3
ENSG00000132676	44.89	1	155687960	155739010	DAP3	7818	710	tsl3
ENSG00000132676	44.89	1	155687960	155739010	DAP3	7818	245	tsl3
ENSG00000132676	44.89	1	155687960	155739010	DAP3	7818	607	tsl5
ENSG00000132676	44.89	1	155687960	155739010	DAP3	7818	679	tsl2
ENSG00000132676	44.89	1	155687960	155739010	DAP3	7818	556	tsl3
ENSG00000132676	44.89	1	155687960	155739010	DAP3	7818	1894	tsl2
ENSG00000270382	55.56	6	52657373	52657651	AL109918.2		279	tslNA
ENSG00000235837	37.73	7	16695871	16719898	AC073333.1		648	tsl3
ENSG00000125522	62.65	20	64105820	64107171	NPBWR2	2832	1352	tslNA
ENSG00000133115	38.23	13	38965925	38991066	STOML3	161003	2121	tsl1
ENSG00000133115	38.23	13	38965925	38991066	STOML3	161003	1997	tsl2
ENSG00000175147	49.06	1	15111815	15152464	TMEM51-AS1	200197	7100	tsl2
ENSG00000175147	49.06	1	15111815	15152464	TMEM51-AS1	200197	2780	tsl1
ENSG00000100162	53.29	22	41938721	41947164	CENPM	79019	966	tsl1
ENSG00000100162	53.29	22	41938721	41947164	CENPM	79019	541	tsl1
ENSG00000100162	53.29	22	41938721	41947164	CENPM	79019	905	tsl3
ENSG00000100162	53.29	22	41938721	41947164	CENPM	79019	1002	tsl2
ENSG00000100162	53.29	22	41938721	41947164	CENPM	79019	818	tsl2
ENSG00000100162	53.29	22	41938721	41947164	CENPM	79019	688	tsl5
ENSG00000100162	53.29	22	41938721	41947164	CENPM	79019	689	tsl3
ENSG00000100162	53.29	22	41938721	41947164	CENPM	79019	303	tsl3
ENSG00000216775	41.39	6	52665148	52669155	AL109918.1		3039	tsl1
ENSG00000216775	41.39	6	52665148	52669155	AL109918.1		436	tslNA
ENSG00000267735	52.31	19	12880969	12884088	AC020934.2		456	tsl3
ENSG00000111732	41.42	12	8602166	8612871	AICDA	57379	2819	tsl1
ENSG00000111732	41.42	12	8602166	8612871	AICDA	57379	1075	tsl1
ENSG00000111732	41.42	12	8602166	8612871	AICDA	57379	206	tsl1
ENSG00000111732	41.42	12	8602166	8612871	AICDA	57379	923	tsl5
ENSG00000111732	41.42	12	8602166	8612871	AICDA	57379	667	tsl5
ENSG00000111732	41.42	12	8602166	8612871	AICDA	57379	592	tsl1
ENSG00000261653	42.87	16	63935778	63936906	AC092337.1		1129	tslNA
ENSG00000236928	47.79	7	66434634	66435154	AC008267.4		521	tslNA
ENSG00000231234	42.74	7	66423405	66423893	SKP1P1		489	tslNA
ENSG00000231724	48.28	3	186807692	186818121	AC112907.1		540	tsl4
ENSG00000278567	52.19	CHR_HSCHR17_10_CTG4	36088256	36090169	CCL3	6348	778	tsl1
ENSG00000278567	52.19	CHR_HSCHR17_10_CTG4	36088256	36090169	CCL3	6348	1494	tsl1
ENSG00000278567	52.19	CHR_HSCHR17_10_CTG4	36088256	36090169	CCL3	6348	1117	tsl5
ENSG00000232233	48.60	3	186810880	186825521	LINC02043	102724699	1832	tsl2
ENSG00000179406	44.08	7	66376044	66493566	LINC00174	285908	4702	tsl5
ENSG00000179406	44.08	7	66376044	66493566	LINC00174	285908	556	tsl4
ENSG00000179406	44.08	7	66376044	66493566	LINC00174	285908	534	tsl4
ENSG00000179406	44.08	7	66376044	66493566	LINC00174	285908	4621	tsl5
ENSG00000179406	44.08	7	66376044	66493566	LINC00174	285908	4039	tsl5
ENSG00000179406	44.08	7	66376044	66493566	LINC00174	285908	520	tsl4
ENSG00000179406	44.08	7	66376044	66493566	LINC00174	285908	1016	tsl5
ENSG00000179406	44.08	7	66376044	66493566	LINC00174	285908	2261	tsl5
ENSG00000179406	44.08	7	66376044	66493566	LINC00174	285908	1303	tsl5
ENSG00000179406	44.08	7	66376044	66493566	LINC00174	285908	498	tsl5
ENSG00000179406	44.08	7	66376044	66493566	LINC00174	285908	682	tsl5
ENSG00000281055	57.80	CHR_HSCHR22_1_CTG3	22588947	22589401	IGLV2-34		338	tslNA
ENSG00000234593	42.29	1	14348955	14391575	AL359873.1		764	tsl3
ENSG00000260715	36.91	16	64155169	64156574	AC093536.2		1406	tslNA
ENSG00000235829	41.03	1	14692129	14692613	TBCAP2		326	tslNA
ENSG00000240912	59.74	3	114103249	114103628	AC092896.1		380	tslNA
ENSG00000231606	37.38	1	14221891	14223118	AL357873.1		282	tsl3
ENSG00000187862	55.15	1	156579727	156586770	TTC24	164118	1969	tsl5
ENSG00000187862	55.15	1	156579727	156586770	TTC24	164118	651	tsl5
ENSG00000187862	55.15	1	156579727	156586770	TTC24	164118	472	tsl4
ENSG00000187862	55.15	1	156579727	156586770	TTC24	164118	919	tsl5
ENSG00000187862	55.15	1	156579727	156586770	TTC24	164118	818	tsl3
ENSG00000187862	55.15	1	156579727	156586770	TTC24	164118	2005	tsl5
ENSG00000005421	40.50	7	95297676	95324707	PON1	5444	2568	tsl1
ENSG00000005421	40.50	7	95297676	95324707	PON1	5444	553	tsl2
ENSG00000005421	40.50	7	95297676	95324707	PON1	5444	1058	tsl3
ENSG00000005421	40.50	7	95297676	95324707	PON1	5444	578	tsl4
ENSG00000281345	55.99	CHR_HSCHR22_1_CTG3	22597260	22597793	IGLV2-33		412	tslNA
ENSG00000261316	41.95	19	30907199	30909155	LINC01834	107985280	385	tsl1
ENSG00000111783	42.70	12	106582907	106762803	RFX4	5992	3955	tsl1
ENSG00000111783	42.70	12	106582907	106762803	RFX4	5992	660	tsl3
ENSG00000111783	42.70	12	106582907	106762803	RFX4	5992	473	tsl4
ENSG00000111783	42.70	12	106582907	106762803	RFX4	5992	1053	tsl5
ENSG00000111783	42.70	12	106582907	106762803	RFX4	5992	2565	tsl1
ENSG00000111783	42.70	12	106582907	106762803	RFX4	5992	1228	tsl2
ENSG00000111783	42.70	12	106582907	106762803	RFX4	5992	2186	tsl1
ENSG00000111783	42.70	12	106582907	106762803	RFX4	5992	1659	tsl1
ENSG00000111783	42.70	12	106582907	106762803	RFX4	5992	798	tsl5
ENSG00000111783	42.70	12	106582907	106762803	RFX4	5992	599	tsl4
ENSG00000111783	42.70	12	106582907	106762803	RFX4	5992	3378	tsl1
ENSG00000111783	42.70	12	106582907	106762803	RFX4	5992	594	tsl4
ENSG00000267378	36.79	19	30946582	30957192	AC020897.1		561	tsl4
ENSG00000282775	43.45	CHR_HSCHR17_10_CTG4	36072866	36090134	AC243829.9		701	tsl5
ENSG00000282775	43.45	CHR_HSCHR17_10_CTG4	36072866	36090134	AC243829.9		410	tsl5
ENSG00000282775	43.45	CHR_HSCHR17_10_CTG4	36072866	36090134	AC243829.9		1115	tsl5
ENSG00000204876	50.67	7	155962632	155966343	AC021218.1		2536	tsl2
ENSG00000284430	45.84	19	31100304	31147981	AC020912.1		5059	tsl5
ENSG00000153487	49.86	13	110712736	110723339	ING1	3621	1189	tsl1
ENSG00000153487	49.86	13	110712736	110723339	ING1	3621	5119	tsl1
ENSG00000153487	49.86	13	110712736	110723339	ING1	3621	1074	tsl1
ENSG00000153487	49.86	13	110712736	110723339	ING1	3621	2870	tsl1
ENSG00000153487	49.86	13	110712736	110723339	ING1	3621	340	tsl1
ENSG00000270584	51.17	7	156263547	156263802	AC093813.1		256	tslNA
ENSG00000228569	47.81	7	156432523	156435833	AC073133.1		432	tsl3
ENSG00000233878	48.79	7	156437789	156445588	AC073133.2	285889	2698	tsl2
ENSG00000280866	57.28	CHR_HSCHR22_1_CTG3	22603633	22604161	IGLV3-32		383	tslNA
ENSG00000185823	47.42	15	24675868	24683393	NPAP1	23742	7526	tslNA
ENSG00000261028	36.50	16	64242608	64343909	AC012322.1		861	tsl3
ENSG00000271270	44.04	3	129893871	129918575	TMCC1-AS1	100507032	556	tsl3
ENSG00000271270	44.04	3	129893871	129918575	TMCC1-AS1	100507032	3496	tsl2
ENSG00000271270	44.04	3	129893871	129918575	TMCC1-AS1	100507032	1041	tsl3
ENSG00000271270	44.04	3	129893871	129918575	TMCC1-AS1	100507032	413	tsl5
ENSG00000260668	49.55	16	64260570	64261239	AC093536.1		554	tslNA
ENSG00000227873	56.35	X	17769005	17769398	Z93242.2		394	tslNA
ENSG00000234371	50.71	3	183884924	183888449	RPSAP31		716	tsl2
ENSG00000234371	50.71	3	183884924	183888449	RPSAP31		895	tslNA
ENSG00000278867	43.14	17	32051030	32053208	AC090616.7		2179	tslNA
ENSG00000250643	48.71	3	129954105	129969294	AC083906.3		466	tsl3
ENSG00000126391	56.27	11	65386599	65413525	FRMD8	83786	3723	tsl1
ENSG00000126391	56.27	11	65386599	65413525	FRMD8	83786	366	tsl1
ENSG00000126391	56.27	11	65386599	65413525	FRMD8	83786	572	tsl2
ENSG00000126391	56.27	11	65386599	65413525	FRMD8	83786	677	tsl5
ENSG00000126391	56.27	11	65386599	65413525	FRMD8	83786	3514	tsl2
ENSG00000126391	56.27	11	65386599	65413525	FRMD8	83786	1818	tsl2
ENSG00000126391	56.27	11	65386599	65413525	FRMD8	83786	568	tsl5
ENSG00000126391	56.27	11	65386599	65413525	FRMD8	83786	380	tsl5
ENSG00000126391	56.27	11	65386599	65413525	FRMD8	83786	548	tsl4
ENSG00000102226	48.33	X	47232690	47248328	USP11	8237	3515	tsl1
ENSG00000102226	48.33	X	47232690	47248328	USP11	8237	970	tsl3
ENSG00000102226	48.33	X	47232690	47248328	USP11	8237	3467	tsl1
ENSG00000102226	48.33	X	47232690	47248328	USP11	8237	804	tsl2
ENSG00000102226	48.33	X	47232690	47248328	USP11	8237	1077	tsl5
ENSG00000102226	48.33	X	47232690	47248328	USP11	8237	516	tsl3
ENSG00000102226	48.33	X	47232690	47248328	USP11	8237	340	tsl2
ENSG00000102226	48.33	X	47232690	47248328	USP11	8237	697	tsl3
ENSG00000102226	48.33	X	47232690	47248328	USP11	8237	904	tsl2
ENSG00000102226	48.33	X	47232690	47248328	USP11	8237	900	tsl5
ENSG00000102226	48.33	X	47232690	47248328	USP11	8237	696	tsl3
ENSG00000102226	48.33	X	47232690	47248328	USP11	8237	3338	tsl1
ENSG00000175193	41.83	3	183829271	183884933	PARL	55486	1513	tsl5
ENSG00000175193	41.83	3	183829271	183884933	PARL	55486	1534	tsl5
ENSG00000175193	41.83	3	183829271	183884933	PARL	55486	1414	tsl1
ENSG00000175193	41.83	3	183829271	183884933	PARL	55486	546	tsl3
ENSG00000175193	41.83	3	183829271	183884933	PARL	55486	488	tsl2
ENSG00000175193	41.83	3	183829271	183884933	PARL	55486	722	tsl3
ENSG00000175193	41.83	3	183829271	183884933	PARL	55486	1240	tsl1
ENSG00000175193	41.83	3	183829271	183884933	PARL	55486	1098	tsl5
ENSG00000175193	41.83	3	183829271	183884933	PARL	55486	1545	tsl5
ENSG00000175193	41.83	3	183829271	183884933	PARL	55486	1347	tsl5
ENSG00000175193	41.83	3	183829271	183884933	PARL	55486	476	tsl5
ENSG00000175193	41.83	3	183829271	183884933	PARL	55486	765	tsl3
ENSG00000175193	41.83	3	183829271	183884933	PARL	55486	579	tsl3
ENSG00000281493	54.92	CHR_HSCHR22_1_CTG3	22613550	22614270	IGLV3-31		297	tslNA
ENSG00000182393	56.28	19	39296325	39298673	IFNL1	282618	857	tsl1
ENSG00000131831	45.61	X	17800049	17861337	RAI2	10742	2037	tsl2
ENSG00000131831	45.61	X	17800049	17861337	RAI2	10742	2377	tsl1
ENSG00000131831	45.61	X	17800049	17861337	RAI2	10742	2317	tsl2
ENSG00000131831	45.61	X	17800049	17861337	RAI2	10742	463	tsl3
ENSG00000131831	45.61	X	17800049	17861337	RAI2	10742	2224	tsl1
ENSG00000131831	45.61	X	17800049	17861337	RAI2	10742	2421	tsl4
ENSG00000196549	37.52	3	155024124	155183729	MME	4311	2854	tsl2
ENSG00000196549	37.52	3	155024124	155183729	MME	4311	951	tsl1
ENSG00000196549	37.52	3	155024124	155183729	MME	4311	5622	tsl1
ENSG00000196549	37.52	3	155024124	155183729	MME	4311	856	tsl3
ENSG00000196549	37.52	3	155024124	155183729	MME	4311	1319	tsl1
ENSG00000196549	37.52	3	155024124	155183729	MME	4311	3590	tsl5
ENSG00000196549	37.52	3	155024124	155183729	MME	4311	2556	tsl1
ENSG00000196549	37.52	3	155024124	155183729	MME	4311	2360	tsl1
ENSG00000196549	37.52	3	155024124	155183729	MME	4311	667	tsl4
ENSG00000196549	37.52	3	155024124	155183729	MME	4311	892	tsl3
ENSG00000196549	37.52	3	155024124	155183729	MME	4311	324	tsl3
ENSG00000196549	37.52	3	155024124	155183729	MME	4311	593	tsl4
ENSG00000196549	37.52	3	155024124	155183729	MME	4311	636	tsl3
ENSG00000196549	37.52	3	155024124	155183729	MME	4311	465	tsl5
ENSG00000196549	37.52	3	155024124	155183729	MME	4311	565	tsl3
ENSG00000196549	37.52	3	155024124	155183729	MME	4311	5523	tsl1
ENSG00000196549	37.52	3	155024124	155183729	MME	4311	1315	tsl5
ENSG00000196549	37.52	3	155024124	155183729	MME	4311	363	tsl5
ENSG00000226356	48.15	12	131292068	131293176	AC092850.1		1109	tslNA
ENSG00000255238	46.96	19	55777553	55778900	RFPL4AP1		850	tslNA
ENSG00000244657	41.24	7	66485095	66486532	AC008267.6		139	tslNA
ENSG00000244510	41.21	7	66480394	66490108	AC008267.5		265	tslNA
ENSG00000279785	50.34	7	66474556	66475749	AC008267.7		1194	tslNA
ENSG00000150990	54.02	12	124946825	124989122	DHX37	57647	3065	tsl2
ENSG00000150990	54.02	12	124946825	124989122	DHX37	57647	4550	tsl1
ENSG00000150990	54.02	12	124946825	124989122	DHX37	57647	4112	tsl1
ENSG00000150990	54.02	12	124946825	124989122	DHX37	57647	819	tsl1
ENSG00000150990	54.02	12	124946825	124989122	DHX37	57647	669	tsl3
ENSG00000228998	59.86	15	90275129	90275716	AC091167.2		588	tslNA
ENSG00000213471	49.87	15	90249530	90265482	TTLL13P	440307	1803	tsl1
ENSG00000213471	49.87	15	90249530	90265482	TTLL13P	440307	2738	tsl5
ENSG00000213471	49.87	15	90249530	90265482	TTLL13P	440307	3268	tsl5
ENSG00000213471	49.87	15	90249530	90265482	TTLL13P	440307	1509	tsl2
ENSG00000213471	49.87	15	90249530	90265482	TTLL13P	440307	2256	
ENSG00000213471	49.87	15	90249530	90265482	TTLL13P	440307	320	tsl2
ENSG00000188800	43.03	1	40245947	40251691	TMCO2	127391	551	tsl3
ENSG00000188800	43.03	1	40245947	40251691	TMCO2	127391	739	tsl1
ENSG00000268262	55.30	19	39314651	39320858	AC011445.1		877	tsl1
ENSG00000128011	57.24	19	39306568	39315336	LRFN1	57622	3381	tsl1
ENSG00000188846	44.36	3	40457292	40468587	RPL14	9045	7072	tsl1
ENSG00000188846	44.36	3	40457292	40468587	RPL14	9045	788	tsl3
ENSG00000188846	44.36	3	40457292	40468587	RPL14	9045	916	tsl1
ENSG00000188846	44.36	3	40457292	40468587	RPL14	9045	812	tsl3
ENSG00000188846	44.36	3	40457292	40468587	RPL14	9045	966	tsl2
ENSG00000188846	44.36	3	40457292	40468587	RPL14	9045	794	tsl1
ENSG00000188846	44.36	3	40457292	40468587	RPL14	9045	616	tsl2
ENSG00000188846	44.36	3	40457292	40468587	RPL14	9045	604	tsl3
ENSG00000188846	44.36	3	40457292	40468587	RPL14	9045	170	tsl2
ENSG00000259943	40.43	1	40256427	40257967	AL050341.2		1541	tslNA
ENSG00000274476	49.15	CHR_HSCHR19KIR_G085_A_HAP_CTG3_1	54754923	54767817	KIR2DP1		1595	tslNA
ENSG00000179101	53.00	X	123514473	123514872	AL590139.1		400	tslNA
ENSG00000275486	48.46	CHR_HSCHR19KIR_G085_A_HAP_CTG3_1	54816441	54830746	KIR3DL1	3811	1865	tsl1
ENSG00000229733	43.83	X	123558350	123558584	AL030996.1		235	tslNA
ENSG00000237160	40.93	7	95348718	95348910	AC004022.2		193	tslNA
ENSG00000179873	42.56	19	55785397	55836800	NLRP11	204801	3231	tsl5
ENSG00000179873	42.56	19	55785397	55836800	NLRP11	204801	3077	tsl1
ENSG00000179873	42.56	19	55785397	55836800	NLRP11	204801	3417	tsl1
ENSG00000179873	42.56	19	55785397	55836800	NLRP11	204801	3777	tsl1
ENSG00000179873	42.56	19	55785397	55836800	NLRP11	204801	3064	tsl1
ENSG00000179873	42.56	19	55785397	55836800	NLRP11	204801	416	tsl3
